index,question,model1,model2
27623,Annem 84 yaşında. Parkinson Hastalığı ve lenfatik kanser sonrası. Hijyenik pedinde vajinasından kan lekeleri fark ettim. Doktorunu ziyaret etti ve trimetoprim adlı 3 günlük bir tedavi yazıldı - idrar yaparken zorlanıyordu ve idrar enfeksiyonu olduğu düşünüldü. Ancak kan lekeleri durmadı. Yarın sabah tekrar doktoru aramayı planlıyorum ama siz ne tavsiye edersiniz? SMT,"Merhaba, Sorunuz için teşekkürler. Anneni teşhis etmek için daha fazla bilgi gerekiyor. Kanama, rahim ağzı kanseri veya endometriyal kanserin erken belirtisidir. Bu nedenle lütfen aşağıdakileri yapın: 1. Vajinal akıntının sürekli olarak kontrol edilmesi 2. Rahim ağzından biyopsi yapılması 3. Gerekirse rahim ağzına lazer tedavisi 4. Eğer rahim ağzında herhangi bir anormallik varsa, o zaman rahim çıkarılabilir. 5. Ayrıca, eğer rahim ağzındaki anormal hücrelerin büyümesi devam ederse, bu durumda rahim ağzını çıkarmak gerekebilir. 6. Lütfen doktorunuza başvurun ve gerekli testleri yaptırın.","Merhaba, sorgunuz için teşekkürler. Vajinal olarak gelen bu tür kanama, çeşitli nedenlerden kaynaklanabilir:1) Cinsel yolla bulaşan hastalıklar2) İdrara çıkma sırasında veya öksürme gibi diğer faaliyetlerde zorlanma nedeniyle yaralanmalar3) Kansere bağlı olarak4) Diğerleri de olabilir. Bu nedenle, tam bir muayene gereklidir. Lütfen onu uygun şekilde incelemek için bir jinekologa götürün. Umarım bu bilgi faydalı olur."
8214,"Merhabalar hocam, benim üst çenemde sağdan sola doğru bir eğrilik var, yüzümün sol tarafı aşağıda gibi duruyor ve yüzümde asimetri var. Burnum sağa doğru yamuk görünüyor. Aynaya baktığımda göremiyorum ama resimlerde çok belli oluyor. Güldüğümde üst çenemin sağdan sola doğru olduğu ve yüzümün asimetrik olduğu belli oluyor. Çenemden kaynaklı olduğunu düşünüyorum. Çene asimetrisi düzeltilirse yüzümün asimetrisi dengeleşir mi?",Çene ameliyatı ile birlikte burun estetiği de yapılabilirse daha iyi olur kanaatindeyim.,Yüzdeki asimetrideki en büyük etken çenede olan asimetridir. Bu sebeple bu sorununuz için ilk olarak çenenin durumunu değerlendirmek gereklidir.
10581,"Hocam merhaba. Hakkari Dağlıca'da yani dağda asker olarak görev yaptığım için yerinde gösteremiyorum. Malum, revir denilen yerde ağrı kesici verip gönderiyorlar. Sırtımda sağ kürek kemiğimden midir, iç kısımlardan mıdır bilmediğim bir ağrım var. Kürek kemiğimin alt baş kısmı. Bu ağrı yanma hissi veya bıçak saplanması gibi. Hiç yokken bir işle meşgul olup eğilince bir süre sonra beliriyor. Ve ondan sonra normal şekilde otursam dahi rahat etmiyor. Ancak sırt üstü uzanırsam rahatlıyorum. Veya bir yerlere sürtersem rahatlıyorum. İzine gittiğimde yerinde göstereceğim ama şu anda ne yapabilirim yardımcı olursanız sevinirim.",Merhaba; öncelikle geçmiş olsun! Anlattığınız kadarıyla kas romatizması olma ihtimali yüksek görünüyor ancak yine de muayene etmeden net konuşmak doğru olmaz çünkü bu tür durumlarda tanı koymak bazen zor olabiliyor ve farklı tanılar da konabiliyor (kas spazmı vs.). Eğer imkanınız varsa bulunduğunuz ildeki fizik tedavi uzmanına başvurmanızı öneririm ya da izinli geldiğinizde bana gelebilirsiniz. Sağlıklı günler dilerim.,Bana ulaştığınız için teşekkür ederim. Bu tür sorunlar için en iyi zamanın 3-4 yaşları olduğunu düşünüyorum. Ancak bu konuda çok fazla bilgi yok.
8214,"Merhabalar hocam, benim üst çenemde sağdan sola doğru bir eğrilik var, yüzümün sol tarafı aşağıda gibi duruyor ve yüzümde asimetri var. Burnum sağa doğru yamuk görünüyor. Aynaya baktığımda göremiyorum ama resimlerde çok belli oluyor. Güldüğümde üst çenemin sağdan sola doğru olduğu ve yüzümün asimetrik olduğu belli oluyor. Çenemden kaynaklı olduğunu düşünüyorum. Çene asimetrisi düzeltilirse yüzümün asimetrisi dengeleşir mi?",Çene simetrisi bozukluğunun tedavisi mümkün ancak bu konuda kesin bilgi verebilmek için muayene olmanız gerekiyor.,"Merhaba, bu tür kozmetik ürünler hakkında bilgi vermemiz etik değil ve yanlış olur. Bu nedenle sorunuzun cevabını bulamadım."
30203,"Karın ağrılarım var. Alt karın bölgemde hafif bir şişlik hissi var. Bu durum şimdiye kadar 3 haftadır devam ediyor. Doktorum amoksisilin yazdı. Sorunumu hafife almış olabileceğinden endişeliyim çünkü hiç tarama yapmadı veya etkilenen bölgeyi bile hissetmedi. Amoksisilin sorunu çözebilir mi ve belki yakında bir karın taraması ayarlamalı mıyım? Abartıyor olabilirim ama böbrek, pankreas veya karaciğer sorunu olabilir diye düşünüyorum. Amoksisilin diğer organlardan herhangi birinde sorun varsa durumu kötüleştirebilir mi?","Merhaba! İyi akşamlar. Ben Chat Doctor, sorunuza yanıt veren doktorum. Eğer ben senin tedavi eden doktorun olsaydım, sana antibiyotik tedavisini tamamlamadan önce rutin tam kan sayımı (CBC), rastgele kan şekeri ölçümü gibi bazı tetkikler önerirdim; idrar tahlilleri de dahil olmak üzere ultrasonografi ile birlikte. Antibiyotiğin yanı sıra semptomatik rahatlama için antiasit tedavisi öneririmdi. Ayrıca size bol miktarda sıvı tüketmenizi tavsiye ederdim. Daha sonraki yönetim, klinik değerlendirme sonrasında yapılan incelemelerin raporlarına bağlı olacaktır. O zamana kadar iyi günler dilerim.","Merhaba! Sana sorunun ne olduğunu söylemek için çok az bilgi verdiğinizi biliyorum. Karın bölgesinin altındaki bu ""hassas"" alan nedir? Yani, nerede hissediyorsunuz? Neden hassastır? Ağrılı mı? Veya sadece hassasiyeti var mı? Lütfen daha fazla detaya girin. Aksi takdirde, doktorlar tarafından yapılan muayene sırasında bulamayan şeyleri nasıl anlayabiliriz ki ona uygun şekilde tedavi edelim?"
8471,"Merhaba, 13 aylık bir bebeğim var. 1 hafta önce yüksek ateş, ishal ve kusma şikayetleriyle doktora götürdük. Lökopenisi vardı, antibiyotik tedavisi aldı ve ateşi düştü, kusması geçti ama ishali hala devam ediyor. Yapılan tahlillerde WBC normal çıktı. İshali için Reflor 250 veriyorum ama hala geçmedi, günde 7-8 kez yapıyor. Suda içiriyorum ama halsizleşmeye başladı. Ne yapabilirim? Çocuk zayıflamaya başladı, çaresiz kaldım. Teşekkür ederim.",Çocuğunuzun muayene bulgularında önemli olan çocuğun muayenesi ile birlikte değerlendirilmesidir. Bu nedenle çocuğunuzu takip eden doktorunuza başvurmanızı öneririm.,Kızınızdaki büyüme geriliği çok hafif düzeyde. Bu nedenle bu tür durumlar için genellikle herhangi bir şey yapılmaz. Ancak yine de daha fazla bilgiye sahip olmak gerekir. Örneğin ebeveynlerin boyları ne kadardır? Ailede başka büyümenin gecikmesi var mıdır? Bunlar da önemlidir.
28543,"Merhaba, 26 yaşındayım ve 4 ay önce total kalça protezi ameliyatı oldum. Son zamanlarda genellikle gece meydana gelen kalça bölgesinde seğirmeler yaşıyorum. Daha önce hiç böyle seğirmelerim olmamıştı ve meydana geldiğinde neredeyse korkutucu oluyor. Bu, kalça protezi ile ilişkili olabilir mi?",Kemikte veya eklemde sorun varsa bu şekilde hareketler görülebilir ama daha çok sinir sıkışması gibi durumlarda olur.,Kolayca bu şekilde açıklanabilir.
6836,İki yıl önce evlendim. Şimdi bebek planlıyoruz. Günlük beş ila yedi sigara içiyorum. Bebek hazırlığı yapmadan önce sperm analizi yaptırdım ve sperm aglütinasyonumun pozitif (baştan başa) olduğunu öğrendim. Sperm sayım 42 milyon. Aktif spermlerden daha fazla yavaş ilerleyen sperme sahibim. Doktorum durumun tedavi edilemez olduğunu söyledi. Lütfen bu durumun tedavi edilebilir olup olmadığını bana söyleyin. Lütfen bana yardım edin.,"Sigara içmek, doğurganlığınızı etkileyebilir çünkü meni kalitesini düşürebilir veya düşük yapma riskini artırabilir. Sigara içmenin neden olduğu hasar geri döndürülemez olsa da sigarayı bırakmak kesinlikle yardımcı olacaktır. Sigaradan kaçınmanın yanı sıra sağlıklı beslenmek de önemlidir; bol miktarda meyve, sebze tüketmek gibi dengeli beslenme alışkanlıkları edinmek faydalı olabilir. Ayrıca düzenli egzersiz yapmak genel sağlığınıza katkıda bulunabilirken aynı zamanda hormonal dengeyi korumaya da yardımcı olur.","Sorunuza baktım, sorununuzu anladım. Bu, aglutinin ile ilgili değil; bunun için herhangi bir test yok. Aklınızdaki şeylerden kurtulmanızı rica ederim. Aglutinin, erkeklerin %10'unda görülen bir durumdur. Birçoğu normal olarak doğar. İkincisi, aktive edilmiş hücreler, hareketli olanlardır. Hareketi olmayanlar da vardır. Üçüncüsü, her zaman aktif olmayabilirler. Dördüncüsüyse, bazıları çok hızlı olabilirken diğerleri biraz daha geç olabilir. Beşinci olarak, aktiviteyi ölçmek için kullanılan laboratuvar yöntemleri değişir. Yedincisidir ki, en azından 20-30 milyondan fazladır. Sonuncusu ise, eğer sizde varlıksal bir problem yoksa, o zaman size bir sorun yaratmaz."
10581,"Hocam merhaba. Hakkari Dağlıca'da yani dağda asker olarak görev yaptığım için yerinde gösteremiyorum. Malum, revir denilen yerde ağrı kesici verip gönderiyorlar. Sırtımda sağ kürek kemiğimden midir, iç kısımlardan mıdır bilmediğim bir ağrım var. Kürek kemiğimin alt baş kısmı. Bu ağrı yanma hissi veya bıçak saplanması gibi. Hiç yokken bir işle meşgul olup eğilince bir süre sonra beliriyor. Ve ondan sonra normal şekilde otursam dahi rahat etmiyor. Ancak sırt üstü uzanırsam rahatlıyorum. Veya bir yerlere sürtersem rahatlıyorum. İzine gittiğimde yerinde göstereceğim ama şu anda ne yapabilirim yardımcı olursanız sevinirim.","Sırt ağrısının pek çok nedeni olabilir. Mesela omurga ile ilgili sorunlar, kas sorunları ya da başka bir organ sorunu olabilir. Bir fizik tedavi uzmanı size daha iyi yardım edebilir.",Sizce hangi bölgede?
11072,"Merhaba Doktor, iyi günler, düşük tansiyon sorunu yaşıyorum ve zayıf hissediyorum, her defasında ani olarak kalkıp oturduğumda etrafımın tamamen karardığını hissediyorum. MX3 kapsül/supplement benim için güvenli mi? Tansiyon ölçümü yaptırdım, 100/70 çıktı. Acılarıma çok yardımcı olacak nazik cevabınızı umuyorum.",Chat Doctor'daki sorunuz için teşekkürler! Endişenizi anlıyorum! Düşük kan basıncı (hipotansiyon) yaşıyorsunuz... Bu nedenle size şunları öneririm:1. Kan basıncını düzenli aralıklarla kontrol edin.2. Hipotansif olduğunuzdan emin olun.3. Eğer hipotiroidizm veya Addison hastalığı gibi herhangi bir endokrin bozukluğunuz varsa tedavi ettirmelisiniz.4. Anemiyi dışlamak için tam hologram testi yapılmalıdır.5. Kalp yetmezliğini elemek için EKG yapılmalı.6 Ayrıca anksiyete de bu duruma neden olabilir.7 Lütfen doktorunuza danışın ve yukarıdakileri tartışın.8 Düzenli egzersiz yapın9 Bol miktarda sıvı tüketin10 Sigara içmeyin11 Alkol tüketiyorsanız kaçının12 Stresten uzak durun13 Sağlıklı beslenin14 Umuyorum ki endişelerinizi çözmüşümdür! Daha fazla yardıma ihtiyacınız olursa bana bildirin. Teşekkürseni,"MX3, kalsiyum, magnezyum ve potasyumu içerir. Bu üç elementin de vücutta önemli rolleri vardır. Kalsiyumdaki en büyük rol kemiklerin oluşmasıdır; Magnezyuma ise sinirler, kaslar ve kalp gibi organların düzgün çalışabilmesi için gereklidir. Potasyum da aynı şekilde kalbin normal işleyişine ve dolaşımı düzenleyen kanın akışına katkısı olduğu için önemlidir. Bu nedenle bu üç mineralin eksikliği, çeşitli hastalıklara yol açabilir. Düşük tansyonu olan biri için bu üç elemente sahip olmanın faydası olabilir. Ancak, bu elementleri almadan önce doktorunuza danışmanızı öneririm."
19568,"Sanırım aşırı bir aşağılık kompleksim var. Bu problemi yenmek istiyorum. Pratikte söylemek gerekirse, bu sorunun 1) Herhangi biri beni izlerken düzgün yazamıyorum. Yazım çok yavaş ve yazım iyi görünmüyor 2) Yeni biriyle konuşamıyorum 3) Sahne korkum çok fazla.","Sorunuza baktığımda, düşük özgüvenin olduğunu görüyorum. Düşük öz saygıya sahip olmak, kişinin yeteneklerini veya değerini küçümsemesi anlamına gelir; bu da çoğu zaman kendini değersiz hissetmeye neden olur. Kendine olan güven eksikliği, çeşitli şekillerde ortaya çıkabilir: başkalarıyla karşılaştırma yaparken daha az başarılı olma duygusu, hata yaptığında kendinden şüphe etme, diğerlerinden farklı olduğu için utanma vb. gibi. Ancak unutmayın ki herkes kendine özgüdür ve hiçbir insan aynı değildir. Birinin zayıf yönleri olabilir ama güçlü yanları vardır. Önemli olan, kendi benzersizliğinizi benimsemenizdir. İşte bazı ipuçları: - Sizi neyin özel kıldığını düşünün ve o niteliklere odaklanın. - Başarılarınızı kutlayın ve başarılarınız hakkında düşündüğünüz kadar sık ​​düşünün. - Hatalarınızdan ders alın ve bunları büyüme fırsatları olarak kullanın. – İnsanların sizi nasıl algıladıklarına değil, kim olduğunuzun farkındalığının olması gerekir. - Fiziksel sağlığınıza özen göstererek genel refahınızı iyileştirin. - Zihinsel dayanıklılık geliştirmek için meditasyon yapmak gibi rahatlama tekniklerine başlayın. Umarım bu size yardımcı olur.","Merhaba! Sorunuzu dikkatlice okudum ve anlıyorum ki kaygı sorunları yaşıyorsunuz. Ancak endişelenmeyin çünkü uygun terapi ile tedavi edilebilirler. Öncelikle, belirtilerinizi daha da kötüleştirebilecek herhangi bir kafeinli içecek veya alkollü içki almamaya çalışın. Ayrıca, günlük olarak egzersiz yapmaya başlayın; örneğin yürüyüş yapmak, yoga yapmak vb. Meditasyon yapın. Rahatlatıcı müzik dinleyin. Stresinizi azaltmak için derin nefes alma tekniklerini uygulayın. Her gün yeterli miktarda su içerek vücudunuzdaki toksinleri atın. Sağlıklı beslenin ve bolca uyuyun."
27623,Annem 84 yaşında. Parkinson Hastalığı ve lenfatik kanser sonrası. Hijyenik pedinde vajinasından kan lekeleri fark ettim. Doktorunu ziyaret etti ve trimetoprim adlı 3 günlük bir tedavi yazıldı - idrar yaparken zorlanıyordu ve idrar enfeksiyonu olduğu düşünüldü. Ancak kan lekeleri durmadı. Yarın sabah tekrar doktoru aramayı planlıyorum ama siz ne tavsiye edersiniz? SMT,"Merhaba, sorgunuz için teşekkürler. Vajinal olarak gelen bu tür kanama, çeşitli nedenlerden kaynaklanabilir:1) Cinsel yolla bulaşan hastalıklar2) İdrara çıkma sırasında veya öksürme gibi diğer faaliyetlerde zorlanma nedeniyle yaralanmalar3) Kansere bağlı olarak4) Diğerleri de olabilir. Bu nedenle, tam bir muayene gereklidir. Lütfen onu uygun şekilde incelemek için bir jinekologa götürün. Umarım bu bilgi faydalı olur.","Merhaba, Bu çok ilginçtir! Lekeler, Trimethoprim ile ilgili olamazlar. İdrar yolu enfeksiyonları için bu iyi bir antibiyotiktir. Vaginal muayene yaptırmanızı öneririm. Eğer lomustine (Lenfomat) kullanılıyorsa, o da muhtemelen neden olabilir. O zaman, Lenfomatın kesilmesini isteyebilirsiniz. Aksi takdirde, başka bir şeyden kaynaklandığını söylemek zordur. Umarım bu size yardımcı olur."
6011,"İdrarımda kırmızı akıyor ve yanmalar oluyor, bunun sorunu ne olabilir?",Bunun için bir nöroloji uzmanına danışmanızı öneririm.,İltihap veya taş gibi durumlar söz konusu ise muayene olmanız gerekir.
10581,"Hocam merhaba. Hakkari Dağlıca'da yani dağda asker olarak görev yaptığım için yerinde gösteremiyorum. Malum, revir denilen yerde ağrı kesici verip gönderiyorlar. Sırtımda sağ kürek kemiğimden midir, iç kısımlardan mıdır bilmediğim bir ağrım var. Kürek kemiğimin alt baş kısmı. Bu ağrı yanma hissi veya bıçak saplanması gibi. Hiç yokken bir işle meşgul olup eğilince bir süre sonra beliriyor. Ve ondan sonra normal şekilde otursam dahi rahat etmiyor. Ancak sırt üstü uzanırsam rahatlıyorum. Veya bir yerlere sürtersem rahatlıyorum. İzine gittiğimde yerinde göstereceğim ama şu anda ne yapabilirim yardımcı olursanız sevinirim.","Sırt ağrısının pek çok nedeni olabilir. Mesela omurga ile ilgili sorunlar, kas sorunları ya da başka bir organ sorunu olabilir. Bir fizik tedavi uzmanı size daha iyi yardım edebilir.",Merhaba; öncelikle geçmiş olsun! Anlattığınız kadarıyla kas romatizması olma ihtimali yüksek görünüyor ancak yine de muayene etmeden net konuşmak doğru olmaz çünkü bu tür durumlarda tanı koymak bazen zor olabiliyor ve farklı tanılar da konabiliyor (kas spazmı vs.). Eğer imkanınız varsa bulunduğunuz ildeki fizik tedavi uzmanına başvurmanızı öneririm ya da izinli geldiğinizde bana gelebilirsiniz. Sağlıklı günler dilerim.
27623,Annem 84 yaşında. Parkinson Hastalığı ve lenfatik kanser sonrası. Hijyenik pedinde vajinasından kan lekeleri fark ettim. Doktorunu ziyaret etti ve trimetoprim adlı 3 günlük bir tedavi yazıldı - idrar yaparken zorlanıyordu ve idrar enfeksiyonu olduğu düşünüldü. Ancak kan lekeleri durmadı. Yarın sabah tekrar doktoru aramayı planlıyorum ama siz ne tavsiye edersiniz? SMT,"Merhaba, Sorunuz için teşekkürler. Anneni teşhis etmek için daha fazla bilgi gerekiyor. Kanama, rahim ağzı kanseri veya endometriyal kanserin erken belirtisidir. Bu nedenle lütfen aşağıdakileri yapın: 1. Vajinal akıntının sürekli olarak kontrol edilmesi 2. Rahim ağzından biyopsi yapılması 3. Gerekirse rahim ağzına lazer tedavisi 4. Eğer rahim ağzında herhangi bir anormallik varsa, o zaman rahim çıkarılabilir. 5. Ayrıca, eğer rahim ağzındaki anormal hücrelerin büyümesi devam ederse, bu durumda rahim ağzını çıkarmak gerekebilir. 6. Lütfen doktorunuza başvurun ve gerekli testleri yaptırın.","Merhaba, Bu çok ilginçtir! Lekeler, Trimethoprim ile ilgili olamazlar. İdrar yolu enfeksiyonları için bu iyi bir antibiyotiktir. Vaginal muayene yaptırmanızı öneririm. Eğer lomustine (Lenfomat) kullanılıyorsa, o da muhtemelen neden olabilir. O zaman, Lenfomatın kesilmesini isteyebilirsiniz. Aksi takdirde, başka bir şeyden kaynaklandığını söylemek zordur. Umarım bu size yardımcı olur."
26438,"Hocam merhaba. Ben ilişkiden sonra hiv profilaksisi için 66. saatte tivicay 50 mg ve sidatri 200/245 mg ilaçlarını günde birer tane ve 1 aya tamamlanacak şekilde kullanıyordu ama yanlış bildiğim için ben ilk 3 gün günde ikişer tane yutarak 25-28 gün kullanmıştım. İlişkiden sonraki 3. ayda hiv combo testim negatif gelmişti. Siz 6. ayda da test olun demiştiniz. Bende ilişkiden sonraki tahmini tarih arası günde hiv combo testi oldum yine, hiv1+2 antikor/p24 antijen sonucum=0,147 geldi. Sonra tahmini tarih günde hcv testi oldum, antihcv=0,037 geldi. Şimdi klinik.org.tr'de temas sonrası profilaksisi başlığı altında ""Kaynakta hcv-hiv koenfeksiyonu mevcutsa 12. ayda hiv testi tekrarlanmalı, geç serokonversiyon olabilir"" diyor. Şimdi benim 12. ayda yine test yaptırmama gerek yok, değil mi? Bende kesin hiv virüsü yok, değil mi hocam, artık rahatlayabilir miyim?",Bu konuda endişenizi giderecek kadar bilgi vermişsiniz.,Bence bu kadar uzun süre beklemeye de gerek yok.
9642,"Merhaba, 25 yaşında bayanım. 3 ay önce hormon tahlili yaptırdım. T3, T4 ve TSH normal çıktı ancak anti TPO 1090 çıktı ve Hashimoto teşhisi konuldu. 3 ay sonra kan tahlillerini tekrarladım, hormon değerlerinde hala bir sıkıntı yok. Dün boyun için baktırdığım USG'de tiroidde 'sağ ve sol lob boyutları normal sınırlardadır, genel eko kaybı ve hipoekoik mikronodüller izlenmektedir' yazıyordu. Ve 'her iki submandibuler ve her iki yüzeyel parotis içinde, sonografik olarak benin karakterde birkaç LAP mevcuttur' yazmış. 3 ay önce yaptırdığım USG tamamen normal çıkmıştı ve nodül yoktu. Şu an bu bahsedilen hipoekoik mikronodüller tehlike arz ediyor mu? Okuduğum kadarıyla hipoekoik olması ve LAP bulunması malignite lehine gibi şeyler yazıyordu, o yüzden biraz tedirginim.","Hormonal testleriniz normal ise, klinik bulgularda da sorun yoksa, sadece ultrasonda görülen hiperplastik noduller de riskli değilse, yani biyopsi gerektirmiyorsa, takip edilebilir.","Merhaba! Bu tür belirtilerle ilgili olarak çeşitli nedenler olabilir: - Başın altındaki kemiğin (kafatasının) içinden geçen büyük kan damarlarından biri olan serebral anevrizma veya vaskülit gibi bazı beyin lezyonları. - Midenizdeki asitlikten kaynaklanan kalp çarpıntısı ve göğüs sıkışması ile birlikte ortaya çıkan bir durum olan Gastroözofageal Reflü Hastalığı (GORD). - Böbreğinizde sorun varken de görünebilir. - Kardiyak aritmiler. - Nefes alma sırasında oksijen seviyelerindeki düşüşe bağlı olarak da ortaya çıkabilir. - Bazı ilaçların yan etkileri. - Diğerleri arasında nöbetler, çok düşük tansiyon vb. yer alır. Lütfen daha fazla bilgi verin; yaşınızı, cinsiyetinizi, varsa diğer eşlik eden hastalıkları, yakın zamanda herhangi bir yeni ilacı kullanıp kullanmadığını, alkolik olup olmadığınızı, sigara içip içmediğinizi, aile geçmişiyle ilgili bilgileri vb. sağlayın."
17657,"Beyin damarlarında vaskülit ve iskemik neden kaynaklandığını ve ilk yapılacak teknik tahliller nelerdir, aynı zamanda vücutta herhangi bir probleme yol açar mı yardımcı olmanızı rica edecektim. Saygılarımla.",İlk yapılması gereken tetkik beyin MR'ıdır. Vaskülitin birçok nedeni vardır ama en sık nedenler arasında Behçet hastalığı gelir ki bu hastalıkta vücudun başka yerlerinde de tutulumlar olabilir (gözde iltihaplanma gibi).,Vakıf hastalıkları için önce beyin görüntülerini (MRG) çekmek gerekir.
19560,"Sorum yalancı trombosit ile ilgili. Bunun ne gibi zararları var, evlilikte doğacak çocuklarla ilgili nelere yol açar bilgi verir misiniz? Saygılar.",Yalanci trombocit diye bir şey yok.,Bu testlerin hiçbir zararı yoktur ve bu testler normal ise çocuk sahibi olmanıza engel değildir.
10581,"Hocam merhaba. Hakkari Dağlıca'da yani dağda asker olarak görev yaptığım için yerinde gösteremiyorum. Malum, revir denilen yerde ağrı kesici verip gönderiyorlar. Sırtımda sağ kürek kemiğimden midir, iç kısımlardan mıdır bilmediğim bir ağrım var. Kürek kemiğimin alt baş kısmı. Bu ağrı yanma hissi veya bıçak saplanması gibi. Hiç yokken bir işle meşgul olup eğilince bir süre sonra beliriyor. Ve ondan sonra normal şekilde otursam dahi rahat etmiyor. Ancak sırt üstü uzanırsam rahatlıyorum. Veya bir yerlere sürtersem rahatlıyorum. İzine gittiğimde yerinde göstereceğim ama şu anda ne yapabilirim yardımcı olursanız sevinirim.","Sırt ağrısının pek çok nedeni olabilir. Mesela omurga ile ilgili sorunlar, kas sorunları ya da başka bir organ sorunu olabilir. Bir fizik tedavi uzmanı size daha iyi yardım edebilir.",Bana ulaştığınız için teşekkür ederim. Bu tür sorunlar için en iyi zamanın 3-4 yaşları olduğunu düşünüyorum. Ancak bu konuda çok fazla bilgi yok.
6631,"Merhaba doktor, şu anda hamilelik yaşı 36 hafta. Kadın doğum doktorum, bebeğin başının henüz leğene girmediklerini söyledi. Bu dar pelvis belirtileri olabilir mi, doktor? Nasıl üstesinden gelinir? Lütfen yardım edin, teşekkürler.","Hamilelik sırasında rahim genişlemesi genellikle 37 ila 40 haftalıkken gerçekleşir ve bu durum normal olarak kabul edilir çünkü bebek artık daha büyük hale gelir (yaklaşık 3 kg ağırlığındadır) ve annenin karın boşluğu da bebeği taşımak için yeterince geniştir. Ancak bazen anne adayında diğer faktörlerden dolayı rahmin büyümesi gecikebilir veya yetersiz kalabilir; örneğin annede diyabet varsa, plasenta previa mevcutsa ya da önceki gebeliklerde erken doğum öyküsü yaşanmış ise.","Pelvik darlık, vajinanın veya rahim ağzı açıklığının çok dar olduğu ve bu durumun bebeklerin geçmesine engel olabileceği bir durumdur. Pelvik darlığın kesin nedeni henüz bilinmemektedir ancak bazı faktörler arasında şunlar yer alabilir:Kadının daha önce vajinal yolla doğum yapmamış olması (primer)Daha önceki doğumlarda vajina yoluyla doğumun zorluğu (ikincil)Bazı genetik bozukluklar (örneğin, Down sendromu)Vajinayı etkileyen enfeksiyonlar (vulva kanseri gibi)"
8214,"Merhabalar hocam, benim üst çenemde sağdan sola doğru bir eğrilik var, yüzümün sol tarafı aşağıda gibi duruyor ve yüzümde asimetri var. Burnum sağa doğru yamuk görünüyor. Aynaya baktığımda göremiyorum ama resimlerde çok belli oluyor. Güldüğümde üst çenemin sağdan sola doğru olduğu ve yüzümün asimetrik olduğu belli oluyor. Çenemden kaynaklı olduğunu düşünüyorum. Çene asimetrisi düzeltilirse yüzümün asimetrisi dengeleşir mi?",Çene simetrisi bozukluğunun tedavisi mümkün ancak bu konuda kesin bilgi verebilmek için muayene olmanız gerekiyor.,Yüzdeki asimetrideki en büyük etken çenede olan asimetridir. Bu sebeple bu sorununuz için ilk olarak çenenin durumunu değerlendirmek gereklidir.
16772,"Merhaba doktor hanım, 2013 tarihinde doğum yaptım ve kırkım çıktıktan sonra ebenin tavsiyesiyle 3 aylık iğne vurulmaya başlandı. İğne vurulmaya başladıktan sonra 15 gün süren adetim oldu ve bir ay sonra tekrar az lekeler halinde oldu, sonrasında ise hiç adet görmedim. Bu durum iğnenin yan etkisi mi, bana zarar verir mi, acaba yan etkisi var mı? Yardımcı olursanız sevinirim.",İğneye bağlı olabilir ama muayene etmeden kesin teşhis koyamam.,İğnelerin böyle etkileri olabilir ama muayene etmeden kesin yorum yapamam.
6836,İki yıl önce evlendim. Şimdi bebek planlıyoruz. Günlük beş ila yedi sigara içiyorum. Bebek hazırlığı yapmadan önce sperm analizi yaptırdım ve sperm aglütinasyonumun pozitif (baştan başa) olduğunu öğrendim. Sperm sayım 42 milyon. Aktif spermlerden daha fazla yavaş ilerleyen sperme sahibim. Doktorum durumun tedavi edilemez olduğunu söyledi. Lütfen bu durumun tedavi edilebilir olup olmadığını bana söyleyin. Lütfen bana yardım edin.,"Merhaba, Sorunuzu inceledikten sonra endişenizi anlıyorum. Semptomlarınıza ilişkin önerilen tedaviyi takip etmeniz gerekiyor. Bu nedenle, lütfen aşağıdaki ilaçları kullanın; 1) Günde iki kez 500 mg C vitamini 2) Geceleri bir adet Folik asit 5 mg 3) Her gece bir adet Koenzim Q10 100 mg 4) Bir ay boyunca günde üç kez D-Sitrat 1000 mg 5) İki hafta boyunca her gün bir adet Niasinamid 10 mg 6) Üç ay boyunca her sabah bir adet E Vitamini 800 IU 7) Yedi gün boyunca günde iki kez bir adet Bacopa Monnieri tozu 8) On gün boyunca geceleri bir kez bir tablet Triptofan Hidroklorür 9) On beş gün boyunca yemeklerden önce bir adet Omega-3 yağ asidi takviyesi 10) Onbeş gün boyunca kahvaltıdan önce bir kapsül çinko alın 11) On buçuk gün boyunca akşam yemeğinden sonra bir adet CoQ-10 al 12) On sekiz gün boyunca her gece bir kez Melanin al 13) On dokuz gün boyunca yatmadan önce bir kez Ginkgo Biloba al 14) On dokuzuncu günden itibaren on dört gün boyunca bir kez Amino asitler al 15) On yediden itibaren on altı gün boyunca günlük bir kez L-karnitin al 16) On yedi gün boyunca sabahları bir kez Bromelain al 17) Onsekiz gün boyunca geceleyin bir kez Zencefil al 18) Ondokuz gün boyunca öğleden sonraları bir kez Kalsiyum Pantotenat al 19) Ondört gün boyunca öğünlerden önce birer tane olmak üzere bir kez Stres azaltma hapı al 20) Onbirinci günden itibaren otuz gün boyunca cinsel ilişki sırasında prezervatif kullanmanızı tavsiye ederim.","Sorunuz çok genel ve açıkçası pek anlamlı değil, ama yine de sorununuzun cevabını burada bulabilirsiniz:"
